,Status,Close Date,Close Price,Property_ID,New Construction Type,MLS Number,List Agent Full Name,List Agent MLSID,List Office Name,Property Address
876,Closed,12/2/2019,900.0,NA,Completed/Never Occupied,170252298,Steve Greenwald,GREENWALDST,Brookside Realty Group,55 Crouch Street 14 Groton Connecticut 06340
877,Closed,12/1/2019,1600.0,NA,Completed/Never Occupied,170211408,Rebecca Koladis,KOLADISR,Berkshire Hathaway NE Prop.,289 Asylum Street 5E Hartford Connecticut 06103
878,Closed,12/1/2019,1600.0,NA,Completed/Never Occupied,170211412,Rebecca Koladis,KOLADISR,Berkshire Hathaway NE Prop.,289 Asylum Street 5W Hartford Connecticut 06103
879,Closed,12/1/2019,1670.0,NA,Completed/Never Occupied,170250659,Melanie Healey,JHEALE1,NewBridge Properties,54 Fairgate Drive 54 Stamford Connecticut 06902
880,Closed,11/26/2019,266500.0,NA,Completed/Never Occupied,170114449,Pam Chappell,ECHAPPELP,Coldwell Banker Residential Brokerage,1066 Long Cove Road   Ledyard Connecticut 06335
881,Closed,11/26/2019,684959.0,NA,To Be Built,170162372,Douglas Rose,17066,Real Living Scalzo Group Real Estate,39 Birdseye Road 16 Monroe Connecticut 06468
882,Closed,11/25/2019,338742.0,NA,To Be Built,170089438,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,5 Alexandra Avenue  Plainfield Connecticut 06354
883,Closed,11/25/2019,782472.0,NA,To Be Built,170106074,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,57 Long Meadow Drive  South Windsor Connecticut 06074
884,Closed,11/22/2019,630000.0,NA,Under Construction,170218707,John Coppola,COPPOLJO,William Raveis Real Estate,242 Zion Hill   Milford Connecticut 06461
885,Closed,11/21/2019,400000.0,NA,Under Construction,170219381,Debra S Hall,HALLDE,Switz Real Estate Associates,162 Briar Hill   Groton Connecticut 06340
886,Closed,11/21/2019,399900.0,NA,Completed/Never Occupied,170242206,Patti Iannucci,5846,Carey & Guarrera Real Estate,Lot 593 Angell Avenue  Shelton Connecticut 06484
887,Closed,11/21/2019,7300.0,NA,Completed/Never Occupied,170242648,Stacy A Young,21810,William Raveis Real Estate,38 St. Roch Avenue F Greenwich Connecticut 06830
888,Closed,11/20/2019,275970.0,NA,To Be Built,170089510,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,15 Henry Drive  Plainfield Connecticut 06354
889,Closed,11/20/2019,751518.0,NA,Under Construction,170187530,Donna McNamara,MCNAMARAD,RMS Real Estate Group,115-68 Colonial Road 17 Stamford Connecticut 06906
890,Closed,11/19/2019,415795.0,NA,Under Construction,170202979,Kris Barnett,BARNETTK,Berkshire Hathaway NE Prop.,55 Cambridge Court  Simsbury Connecticut 06070
891,Closed,11/19/2019,3300.0,NA,Completed/Never Occupied,170222377,Pete Rosato,PROSA,Coldwell Banker Rosato Group,14 Dora Street 1 Stamford Connecticut 06902
892,Closed,11/18/2019,1975.0,NA,Completed/Never Occupied,170240923,Matthew Denorfia,DENORFIM,"Denorfia Realty, LLC",54 Tridell Dr  41 Southington Connecticut 06479
893,Closed,11/16/2019,427063.0,NA,To Be Built,170145041,Andrea Craig,20635,Thomas Jacovino,39 Moorlane Drive 14 Danbury Connecticut 06810
894,Closed,11/16/2019,587767.0,NA,To Be Built,170153216,Andrea Craig,20635,Thomas Jacovino,58 Winding Ridge Way 108 Danbury Connecticut 06810
895,Closed,11/15/2019,639900.0,NA,To Be Built,170173937,Eileen M Mannarino,MANNARIE,Berkshire Hathaway NE Prop.,910 Foster Street Extension  South Windsor Connecticut 06074
896,Closed,11/15/2019,458900.0,NA,To Be Built,170181233,John Huhn,HUHNJO,Coldwell Banker Residential Brokerage,1 SeaView Terrace  Waterford Connecticut 06385
897,Closed,11/15/2019,1850.0,NA,Completed/Never Occupied,170215899,Teresa C Deasy,DEASYT,COLDWELL BANKER CALABRO,211 Main Street 2-D Middletown Connecticut 06047
898,Closed,11/15/2019,2385.0,NA,Completed/Never Occupied,170245309,Melanie Healey,JHEALE1,NewBridge Properties,64 Merrell Avenue 64 Stamford Connecticut 06902
899,Closed,11/14/2019,352905.0,NA,To Be Built,170145478,Meredith Colasanto,COLASANM,Thomas Jacovino,11 ARROWWOOD Court 188 Middlebury Connecticut 06762
900,Closed,11/14/2019,348920.0,NA,To Be Built,170166369,Britany L Goyen,GOYENB,New England Prestige Realty,27 Naubuc Ave  1 Glastonbury Connecticut 06033
901,Closed,11/14/2019,1400.0,NA,To Be Built,170173680,Carrie Vass,VASSCA,Calcagni Real Estate,53 Parker Street S2 - Building E Wallingford Connecticut 06492
902,Closed,11/14/2019,225000.0,NA,To Be Built,170192803,Jared Meehan,EMEEHANJ,RE/MAX Bell Park Realty,23 Bradley   Putnam Connecticut 06260
903,Closed,11/14/2019,53000.0,NA,Completed/Never Occupied,170210636,Julie Giulietti,GIULIETJU,Affordable Realty,325 Kelly Road  M4 Vernon Connecticut 06066
904,Closed,11/14/2019,262231.0,NA,Under Construction,170218099,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,35 Eden Avenue 35-6 Southington Connecticut 06489
905,Closed,11/13/2019,346600.0,NA,To Be Built,170152088,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,48 Chapman Chase Lot 63 Windsor Locks Connecticut 06096
906,Closed,11/13/2019,446433.0,NA,To Be Built,170156371,Sandra Fehrs,FEHRSSAN,Calcagni Real Estate,"32 Hillcrest Village, Lot 32   Southington Connecticut 06489"
907,Closed,11/13/2019,567270.0,NA,To Be Built,170160649,Katherine L Smith,SMITHKAT,Berkshire Hathaway NE Prop.,Lot 1 Beechwood Court  Cheshire Connecticut 06410
908,Closed,11/13/2019,1950000.0,NA,Under Construction,170201147,Bruce A Baker,9331,William Pitt Sotheby's Int'l,4.5 Pond Ridge Road  Norwalk Connecticut 06853
909,Closed,11/12/2019,239000.0,NA,Completed/Never Occupied,170089370,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,2 Henry Drive  Plainfield Connecticut 06354
910,Closed,11/12/2019,584900.0,NA,Under Construction,170241675,Donna McNamara,MCNAMARAD,RMS Real Estate Group,115-57 Colonial Road 48 Stamford Connecticut 06906
911,Closed,11/8/2019,549000.0,NA,Completed/Never Occupied,170194235,Walter Nichols,NICHOLWA,Property World,50 Beach Shore Dr.   Milford Connecticut 06460
912,Closed,11/8/2019,576207.0,NA,Under Construction,170231150,Donna McNamara,MCNAMARAD,RMS Real Estate Group,115-55 Colonial Road 47 Stamford Connecticut 06906
913,Closed,11/6/2019,497400.0,NA,Under Construction,170185367,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,18 Prospect Ridge   Simsbury Connecticut 06070
914,Closed,11/5/2019,272900.0,NA,Model,170167438,Nancy Addessio,ADDESSNA,"Showcase Realty, Inc.",Lot 59 Heritage Hill   Wolcott Connecticut 06716
915,Closed,11/4/2019,665850.0,NA,To Be Built,170051430,Marilyn Stark,15722,Fieldstone Realty,146 Sunrise Hill Circle MAXWELLPRES1 Orange Connecticut 06477
916,Closed,11/4/2019,238900.0,NA,Under Construction,170206317,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,35 Eden Avenue  Southington Connecticut 06489
917,Closed,11/4/2019,304757.0,NA,Under Construction,170245441,Dawn Cabral,cabralda,"West View Properties, LLC",33 Stevens Boulevard  Thomaston Connecticut 06787
918,Closed,11/1/2019,643984.0,NA,Under Construction,170150816,Brandon D'Angelo,DANGELB,"Excel Realty, LLC",66 Yorkshire Court  Farmington Connecticut 06032
919,Closed,11/1/2019,664691.0,NA,To Be Built,170160023,Katherine L Smith,SMITHKAT,Berkshire Hathaway NE Prop.,Lot 2 Beechwood Court  Cheshire Connecticut 06410
920,Closed,11/1/2019,355600.0,NA,To Be Built,170166393,Britany L Goyen,GOYENB,New England Prestige Realty,27 Naubuc Ave  5 Glastonbury Connecticut 06033
921,Closed,11/1/2019,2395.0,NA,Completed/Never Occupied,170231800,Melanie Healey,JHEALE1,NewBridge Properties,24 Stoneridge Circle 24 Stamford Connecticut 06902
922,Closed,10/31/2019,409321.0,NA,To Be Built,170145707,Meredith Colasanto,COLASANM,Thomas Jacovino,9 ARROWWOOD Court 187 Middlebury Connecticut 06762
923,Closed,10/31/2019,578728.0,NA,Under Construction,170150826,Brandon D'Angelo,DANGELB,"Excel Realty, LLC",72 Yorkshire Court  Farmington Connecticut 06032
924,Closed,10/31/2019,405674.0,NA,To Be Built,170154216,Kathy Palagonia,PALAGONK,Thomas Jacovino,42 Tamrack Court 289 Prospect Connecticut 06712
925,Closed,10/31/2019,533897.0,NA,Under Construction,170159839,Pia G Ciccone,CICCONEP,Berkshire Hathaway NE Prop.,14 Westland Road  Burlington Connecticut 06013
926,Closed,10/31/2019,494600.0,NA,Under Construction,170229313,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,20 Prospect Ridge   Simsbury Connecticut 06070
927,Closed,10/30/2019,255000.0,NA,Under Construction,170092085,Lisa Gillette,GILLETTL,Keller Williams Realty,13 Gillette Way   Bristol Connecticut 06010
928,Closed,10/30/2019,6650.0,NA,Completed/Never Occupied,170199154,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane 410 Westport Connecticut 06880
929,Closed,10/29/2019,628862.0,NA,To Be Built,170157006,Robin Paquin,14438,EG Group Realty,9 Birdseye Road 12 Monroe Connecticut 06468
930,Closed,10/29/2019,313900.0,NA,To Be Built,170166376,Britany L Goyen,GOYENB,New England Prestige Realty,27 Naubuc Ave  2 Glastonbury Connecticut 06033
931,Closed,10/29/2019,345000.0,NA,Under Construction,170195192,John Donato Jr,donatoj,"Showcase Realty, Inc.",218 Colonial Street  Watertown Connecticut 06779
932,Closed,10/28/2019,481770.0,NA,Under Construction,170152659,Katherine L Smith,SMITHKAT,Berkshire Hathaway NE Prop.,Lot 2 North Timber Lane   Cheshire Connecticut 06410
933,Closed,10/25/2019,680486.0,NA,To Be Built,170091459,Suzanne B DeMarco,21546,Thomas Jacovino,27 Crossing Way 46 Bethel Connecticut 06801
934,Closed,10/25/2019,626075.0,NA,To Be Built,170172500,Gayle Dennehy,DENNG,"By Carrier Realty, LLC",11 Ava's Way  Burlington Connecticut 06013
935,Closed,10/25/2019,461700.0,NA,To Be Built,170177315,Daniela L Volo,VOLODANI,Calcagni Real Estate,4 Bleeker Circle 110 North Haven Connecticut 06473
936,Closed,10/25/2019,746488.0,NA,Under Construction,170193383,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,35 Long Meadow Drive  South Windsor Connecticut 06074
937,Closed,10/25/2019,307500.0,NA,Under Construction,170198555,Cheryl Alaimo,ALAIMOCH,Coldwell Banker Res Brokerage,12 Field Circle   East Windsor Connecticut 06016
938,Closed,10/25/2019,418518.0,NA,To Be Built,170207082,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,12 ARROWWOOD Drive 191 Middlebury Connecticut 06762
939,Closed,10/25/2019,572000.0,NA,Completed/Never Occupied,170228267,Monica K Cuevas,8129,William Pitt Sotheby's Int'l,288 Strawberry Hill Ave   Norwalk Connecticut 06851
940,Closed,10/24/2019,614424.0,NA,To Be Built,170062900,Jeffrey R Anderson,ANDERSJE,William Raveis Real Estate,Lot 23 Abbey Road  Glastonbury Connecticut 06033
941,Closed,10/24/2019,490748.0,NA,To Be Built,170121032,Andrea Craig,20635,Thomas Jacovino,68 Moorland Drive 12 Danbury Connecticut 06810
942,Closed,10/24/2019,704864.0,NA,To Be Built,170136088,Suzanne B DeMarco,21546,Thomas Jacovino,6 Crossing Way 71 Bethel Connecticut 06801
943,Closed,10/24/2019,346300.0,NA,To Be Built,170157024,Daniela L Volo,volodani,Calcagni Real Estate,120 Daniel Drive 102 North Haven Connecticut 06473
944,Closed,10/24/2019,275000.0,NA,Under Construction,170170192,Loraine Crane,CRANEL,Weichert REALTORS Briotti Group,241 Cheshire Road   Prospect Connecticut 06712
945,Closed,10/24/2019,2085.0,NA,Completed/Never Occupied,170241207,Todd Turcotte,15726,Milligan Realty.com,26 Loundsbury Avenue 2 Norwalk Connecticut 06851
946,Closed,10/23/2019,632398.0,NA,To Be Built,170117285,Meredith Colasanto,COLASANM,Thomas Jacovino,14 ARROWWOOD Court 190 Middlebury Connecticut 06762
947,Closed,10/23/2019,469900.0,NA,To Be Built,170162147,Marilyn F Rock,ROCKMA,Calcagni Real Estate,40 Richmond Glen Drive 40 Cheshire Connecticut 06410
948,Closed,10/23/2019,276000.0,NA,Under Construction,170210081,Nate Weiss,EWEISSN,Freehold Real Estate,50A Harvard Terrace  Ledyard Connecticut 06335
949,Closed,10/22/2019,482683.0,NA,Completed/Never Occupied,170134927,Meredith Colasanto,COLASANM,Thomas Jacovino,10 ARROWWOOD Court 192 Middlebury Connecticut 06762
950,Closed,10/22/2019,363730.0,NA,To Be Built,170147662,Lori Gabriel,GABRIELL,Coldwell Banker Res Brokerage,12 Jessie Lane Lot #13 East Windsor Connecticut 06016
951,Closed,10/21/2019,503421.0,NA,To Be Built,170098890,Andrea Craig,20635,Thomas Jacovino,60 Winding Ridge Way 107 Danbury Connecticut 06810
952,Closed,10/21/2019,424900.0,NA,To Be Built,170184307,Sandra Fehrs,FEHRSSAN,Calcagni Real Estate,"3 Linden Ct, Lot 46   Southington Connecticut 06489"
953,Closed,10/21/2019,250000.0,NA,Completed/Never Occupied,170210686,Ela Konferowicz,KONFEROE,Golden Key Realty LLC,278 Overlook Ave   New Britain Connecticut 06053
954,Closed,10/18/2019,521829.0,NA,To Be Built,170060698,Sherry Borgeson,BORGESOS,Berkshire Hathaway NE Prop.,106 Broad Meadow Rd.   Colchester Connecticut 06415
955,Closed,10/18/2019,741861.0,NA,To Be Built,170090901,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,101 Long Meadow Drive  South Windsor Connecticut 06074
956,Closed,10/18/2019,188560.0,NA,To Be Built,170115413,Pam Chappell,ECHAPPELP,Coldwell Banker Residential Brokerage,4 Flat Brook Court   Ledyard Connecticut 06335
957,Closed,10/18/2019,284227.0,NA,Under Construction,170166947,Dawn Cabral,cabralda,"West View Properties, LLC",25 Stevens Boulevard  Thomaston Connecticut 06787
958,Closed,10/18/2019,500284.0,NA,To Be Built,170178101,Jason Saphire,SAPHIREJ,www.EntryOnly.com,25 School House Drive 2 South Windsor Connecticut 06074
959,Closed,10/18/2019,291316.0,NA,Completed/Never Occupied,170244474,Dawn Cabral,cabralda,"West View Properties, LLC",31 Stevens Boulevard  Thomaston Connecticut 06787
960,Closed,10/17/2019,1029975.0,NA,To Be Built,170039590,Diana Hartman,HARTMAND,William Pitt Sotheby's Int'l,17 Benton's Knoll  Guilford Connecticut 06437
961,Closed,10/17/2019,675700.0,NA,To Be Built,170160571,Katherine L Smith,SMITHKAT,Berkshire Hathaway NE Prop.,Lot 3 Beechwood Court  Cheshire Connecticut 06410
962,Closed,10/17/2019,234467.0,NA,Under Construction,170183461,Lisa Gillette,GILLETTL,Keller Williams Realty,23 Gillette Way   Bristol Connecticut 06010
963,Closed,10/17/2019,465000.0,NA,To Be Built,170193902,Karlyn Cyr,CYRKARL,Berkshire Hathaway NE Prop.,42 Fawn Run   Cromwell Connecticut 06416
964,Closed,10/16/2019,302246.0,NA,To Be Built,170016975,Kathy Palagonia,PALAGONK,Thomas Jacovino,96 Cherry Circle 263 Prospect Connecticut 06712
965,Closed,10/16/2019,257000.0,NA,Under Construction,170089391,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,6 Henry Drive  Plainfield Connecticut 06354
966,Closed,10/16/2019,543665.0,NA,Under Construction,170163878,Chris Carey,CCARE1,Carey & Guarrera Real Estate,118 Wells View Road  Shelton Connecticut 06484
967,Closed,10/15/2019,357875.0,NA,To Be Built,170016970,Kathy Palagonia,PALAGONK,Thomas Jacovino,98 Cherry Circle 264 Prospect Connecticut 06712
968,Closed,10/15/2019,714380.0,NA,To Be Built,170172792,Eileen D Lovley,LOVLEYE,Century 21 AllPoints Rlty,163 North Ridge Drive  Southington Connecticut 06489
969,Closed,10/15/2019,555508.0,NA,Under Construction,170185361,Gary Emerito,EMERITG,Berkshire Hathaway NE Prop.,16 Prospect Ridge   Simsbury Connecticut 06070
970,Closed,10/15/2019,2700.0,NA,Torn Down & Rebuilt,170243994,Bev Mosch,JMOSCH1,Klemm Real Estate Inc,29 Tranquillity Road  Middlebury Connecticut 06762
971,Closed,10/11/2019,621132.0,NA,Under Construction,170175580,Gayle Dennehy,DENNG,"By Carrier Realty, LLC",79 W Ledge   Burlington Connecticut 06013
972,Closed,10/10/2019,785372.0,NA,Under Construction,170148986,Donna McNamara,MCNAMARAD,RMS Real Estate Group,159-1 Colonial Road 1 Stamford Connecticut 06906
973,Closed,10/9/2019,1725.0,NA,Under Construction,170238368,Christine Bryant,HAYNESC,Berkshire Hathaway NE Prop.,29 Covey Road 1 Burlington Connecticut 06013
974,Closed,10/8/2019,539550.0,NA,To Be Built,170059847,Bryan Feery,FEERYB,Berkshire Hathaway NE Prop.,lot 113 Broad Meadow   Colchester Connecticut 06415
975,Closed,10/8/2019,188560.0,NA,To Be Built,170115415,Pam Chappell,ECHAPPELP,Coldwell Banker Residential Brokerage,5 Flat Brook Court   Ledyard Connecticut 06335
976,Closed,10/7/2019,2450000.0,NA,Under Construction,99134226,Joanne Mancuso,4272,Houlihan/Lawrence,62-68 Sound View Drive 1Sout Greenwich Connecticut 06830
977,Closed,10/7/2019,469900.0,NA,To Be Built,170149444,Michael R Zarotney,ZAROTNEM,Connecticut Real Estate Proper,0 Kenrose Terrace  Westbrook Connecticut 06498
978,Closed,10/7/2019,2300.0,NA,Completed/Never Occupied,170235895,Tim DeBowes,18139,"Hathaway, Inc.",467 Glenbrook  203 Stamford Connecticut 06906
979,Closed,10/4/2019,365000.0,NA,To Be Built,170148698,Daniela L Volo,VOLODANI,Calcagni Real Estate,6 Bleeker Circle 111 North Haven Connecticut 06473
980,Closed,10/4/2019,562472.0,NA,To Be Built,170153934,Mark J Murphy,EMURPHYM,Berkshire Hathaway NE Prop.,4 Partridge Ct.   East Lyme Connecticut 06333
981,Closed,10/3/2019,727223.0,NA,To Be Built,170166107,Cheryl A Rosadino,ROSADICH,Berkshire Hathaway NE Prop.,Lot 6 Beechwood Court  Cheshire Connecticut 06410
982,Closed,10/3/2019,424975.0,NA,Model,170208871,Keith B Evans,8546,William Raveis Real Estate,3 Forest Way 21 Bethel Connecticut 06801
983,Closed,10/1/2019,500703.0,NA,To Be Built,170181220,John Huhn,HUHNJO,Coldwell Banker Residential Brokerage,5 SeaView Terrace  Waterford Connecticut 06385
984,Closed,10/1/2019,600000.0,NA,Completed/Never Occupied,170213327,Bohdan Lonevsky,6829,Kinard Realty Group,75 Euclid Avenue 1 Stamford Connecticut 06902
985,Closed,10/1/2019,1250.0,NA,Completed/Never Occupied,170219976,Philip E Carloni,CARLONIP,REMAX Alliance,12 Harbor Street 2 Branford Connecticut 06405
986,Closed,10/1/2019,3200.0,NA,Completed/Never Occupied,170234516,Matt Murray,4451,Higgins Group Bedford Square,5 Church Lane 409 Westport Connecticut 06880
987,Closed,9/30/2019,240000.0,NA,Completed/Never Occupied,170100595,Doug Blackwood,Blackwod,Calcagni Real Estate,57 Beecher Walk 9 Orange Connecticut 06477
988,Closed,9/30/2019,523860.0,NA,Under Construction,170165842,Chris Carey,CCARE1,Carey & Guarrera Real Estate,116 Wells View Road  Shelton Connecticut 06484
989,Closed,9/30/2019,449900.0,NA,Under Construction,170198268,Karen Berwick,A2003,Real Estate Two,25 Lisa   Oxford Connecticut 06468
990,Closed,9/27/2019,563377.0,NA,To Be Built,170062864,Jeffrey R Anderson,ANDERSJE,William Raveis Real Estate,Lot 13 Abbey Road  Glastonbury Connecticut 06033
991,Closed,9/27/2019,632229.6,NA,To Be Built,170173051,Cheryl A Rosadino,ROSADICH,Berkshire Hathaway NE Prop.,Lot 10 Beechwood Court  Cheshire Connecticut 06410
992,Closed,9/27/2019,4750.0,NA,Completed/Never Occupied,170222590,Judy Michaelis,N2628JM,Coldwell Banker Residential Brokerage,793 post road  F1 Westport Connecticut 06880
993,Closed,9/25/2019,609007.0,NA,To Be Built,170129144,Andrea Craig,20635,Thomas Jacovino,4 Enclave Drive 20 Danbury Connecticut 06810
994,Closed,9/24/2019,3400.0,NA,Completed/Never Occupied,170189963,Daniel Kolich,18375,Kinard Realty Group,20 Third   Stamford Connecticut 06905
995,Closed,9/24/2019,512500.0,NA,Model,170211051,Andrea Craig,20635,Thomas Jacovino,6 Old Pasture Drive 15 Danbury Connecticut 06810
996,Closed,9/24/2019,2000.0,NA,Completed/Never Occupied,170234549,Tim DeBowes,18139,"Hathaway, Inc.",614 Shippan Avenue 101 Stamford Connecticut 06902
997,Closed,9/20/2019,834589.0,NA,To Be Built,170071277,Shannon Chapman,CHAPMASH,Thomas Jacovino,130 Penwood Xing (Lot 34)   Glastonbury Connecticut 06033
998,Closed,9/19/2019,621669.0,NA,To Be Built,99178039,Suzanne B DeMarco,21546,Thomas Jacovino,15 Crossing Way 40 Bethel Connecticut 06801
999,Closed,9/19/2019,902979.0,NA,To Be Built,170058082,Nicole M. DeFrancesco,DEFRANCN,Thomas Jacovino,81 Long Meadow Drive  South Windsor Connecticut 06074
1000,Closed,9/19/2019,425000.0,NA,Completed/Never Occupied,170170530,Harry Stark,B1972,William Raveis Real Estate,75 Hawthorne Lane   New Milford Connecticut 06776
1001,Closed,9/19/2019,1950.0,NA,Completed/Never Occupied,170234251,Tim DeBowes,18139,"Hathaway, Inc.",467 Glenbrook Road 102 Stamford Connecticut 06906
1002,Closed,9/17/2019,313721.0,NA,Under Construction,170071604,Cary A Marcoux,EMARCOUXC,RE/MAX Bell Park Realty,20 Mockingbird Drive  Killingly Connecticut 06239
